LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate
1309,081110,015751,5943,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2717926726632466146 terminating,E4,PacketResponder <*> for block <*> terminating
1310,081110,015751,5943,INFO,dfs.DataNode$PacketResponder,Received block blk_-2717926726632466146 of size 67108864 from /10.250.17.225,E7,Received block <*> of size <*> from <*>
1311,081110,015751,6152,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2717926726632466146 terminating,E4,PacketResponder <*> for block <*> terminating
1312,081110,015751,6152,INFO,dfs.DataNode$PacketResponder,Received block blk_-2717926726632466146 of size 67108864 from /10.250.17.225,E7,Received block <*> of size <*> from <*>
1313,081110,015802,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_002000_0/part-02000. blk_9090514259289206027,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
1314,081110,015802,6195,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9090514259289206027 src: /10.251.42.191:60531 dest: /10.251.42.191:50010,E0,Receiving block <*> src: <*> dest: <*>
1315,081110,015806,6093,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9090514259289206027 src: /10.251.42.191:35804 dest: /10.251.42.191:50010,E0,Receiving block <*> src: <*> dest: <*>
1316,081110,015806,6094,INFO,dfs.DataNode$DataXceiver,Receiving block blk_9090514259289206027 src: /10.251.199.245:40306 dest: /10.251.199.245:50010,E0,Receiving block <*> src: <*> dest: <*>
1317,081110,015852,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.245:50010 is added to blk_9090514259289206027 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1318,081110,015852,6095,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9090514259289206027 terminating,E4,PacketResponder <*> for block <*> terminating
1319,081110,015852,6095,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_9090514259289206027 terminating,E4,PacketResponder <*> for block <*> terminating
1320,081110,015852,6095,INFO,dfs.DataNode$PacketResponder,Received block blk_9090514259289206027 of size 67108864 from /10.251.199.245,E7,Received block <*> of size <*> from <*>
1321,081110,015852,6095,INFO,dfs.DataNode$PacketResponder,Received block blk_9090514259289206027 of size 67108864 from /10.251.42.191,E7,Received block <*> of size <*> from <*>
1322,081110,015852,6198,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_9090514259289206027 terminating,E4,PacketResponder <*> for block <*> terminating
1323,081110,015852,6198,INFO,dfs.DataNode$PacketResponder,Received block blk_9090514259289206027 of size 67108864 from /10.251.42.191,E7,Received block <*> of size <*> from <*>
1324,081110,015853,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.16:50010 is added to blk_9090514259289206027 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1325,081110,015853,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_9090514259289206027 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1326,081110,015916,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001940_0/part-01940. blk_5251848554101737848,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
1327,081110,015916,5981,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5251848554101737848 src: /10.251.74.134:60642 dest: /10.251.74.134:50010,E0,Receiving block <*> src: <*> dest: <*>
1328,081110,015916,6164,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5251848554101737848 src: /10.251.74.134:36171 dest: /10.251.74.134:50010,E0,Receiving block <*> src: <*> dest: <*>
1329,081110,015916,6193,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5251848554101737848 src: /10.250.9.207:48874 dest: /10.250.9.207:50010,E0,Receiving block <*> src: <*> dest: <*>
1330,081110,015941,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_5251848554101737848 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1331,081110,015941,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_5251848554101737848 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1332,081110,015941,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.9.207:50010 is added to blk_5251848554101737848 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1333,081110,015941,5982,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5251848554101737848 terminating,E4,PacketResponder <*> for block <*> terminating
1334,081110,015941,5982,INFO,dfs.DataNode$PacketResponder,Received block blk_5251848554101737848 of size 67108864 from /10.251.74.134,E7,Received block <*> of size <*> from <*>
1335,081110,015941,6165,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_5251848554101737848 terminating,E4,PacketResponder <*> for block <*> terminating
1336,081110,015941,6165,INFO,dfs.DataNode$PacketResponder,Received block blk_5251848554101737848 of size 67108864 from /10.251.74.134,E7,Received block <*> of size <*> from <*>
1337,081110,015941,6194,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5251848554101737848 terminating,E4,PacketResponder <*> for block <*> terminating
1338,081110,015941,6194,INFO,dfs.DataNode$PacketResponder,Received block blk_5251848554101737848 of size 67108864 from /10.250.9.207,E7,Received block <*> of size <*> from <*>
1339,081110,020226,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001900_1/part-01900. blk_-6914219922676398799,E2,BLOCK* NameSystem.allocateBlock: <*> <*>
1340,081110,020226,6071,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6914219922676398799 src: /10.251.111.37:39592 dest: /10.251.111.37:50010,E0,Receiving block <*> src: <*> dest: <*>
1341,081110,020226,6150,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6914219922676398799 src: /10.251.111.37:35426 dest: /10.251.111.37:50010,E0,Receiving block <*> src: <*> dest: <*>
1342,081110,020228,6157,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6914219922676398799 src: /10.251.73.188:60752 dest: /10.251.73.188:50010,E0,Receiving block <*> src: <*> dest: <*>
1343,081110,020301,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.37.240:50010 is added to blk_-6914219922676398799 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1344,081110,020301,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.188:50010 is added to blk_-6914219922676398799 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1345,081110,020301,6072,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6914219922676398799 terminating,E4,PacketResponder <*> for block <*> terminating
1346,081110,020301,6072,INFO,dfs.DataNode$PacketResponder,Received block blk_-6914219922676398799 of size 67108864 from /10.251.111.37,E7,Received block <*> of size <*> from <*>
1347,081110,020301,6151,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-6914219922676398799 terminating,E4,PacketResponder <*> for block <*> terminating
1348,081110,020301,6151,INFO,dfs.DataNode$PacketResponder,Received block blk_-6914219922676398799 of size 67108864 from /10.251.111.37,E7,Received block <*> of size <*> from <*>
1349,081110,020301,6158,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6914219922676398799 terminating,E4,PacketResponder <*> for block <*> terminating
1350,081110,020301,6158,INFO,dfs.DataNode$PacketResponder,Received block blk_-6914219922676398799 of size 67108864 from /10.251.73.188,E7,Received block <*> of size <*> from <*>
1351,081110,020302,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-6914219922676398799 size 67108864,E8,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>
1352,081110,020722,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6914219922676398799 is added to invalidSet of 10.251.111.37:50010,E9,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
1353,081110,020722,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6914219922676398799 is added to invalidSet of 10.251.37.240:50010,E9,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
1354,081110,020722,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-6914219922676398799 is added to invalidSet of 10.251.73.188:50010,E9,BLOCK* NameSystem.delete: <*> is added to invalidSet of <*>
1355,081110,020725,19,INFO,dfs.FSDataset,Deleting block blk_-6914219922676398799 file /mnt/hadoop/dfs/data/current/subdir6/blk_-6914219922676398799,E12,Deleting block <*> file <*>
1356,081110,020726,19,INFO,dfs.FSDataset,Deleting block blk_-6914219922676398799 file /mnt/hadoop/dfs/data/current/subdir58/blk_-6914219922676398799,E12,Deleting block <*> file <*>
1357,081110,020745,19,INFO,dfs.FSDataset,Deleting block blk_-6914219922676398799 file /mnt/hadoop/dfs/data/current/subdir23/blk_-6914219922676398799,E12,Deleting block <*> file <*>
1358,081110,020753,6198,INFO,dfs.DataNode$DataXceiver,10.251.125.237:50010 Served block blk_8908633545305390855 to /10.251.125.237,E5,<*> Served block <*> to <*>
1359,081110,021032,6146,WARN,dfs.DataNode$DataXceiver,10.251.214.225:50010:Got exception while serving blk_8908633545305390855 to /10.251.123.195:,E1,<*> exception while serving <*> to <*>
1360,081110,021036,6202,INFO,dfs.DataNode$DataXceiver,10.251.125.237:50010 Served block blk_8908633545305390855 to /10.251.43.210,E5,<*> Served block <*> to <*>
1361,081110,022824,6357,INFO,dfs.DataNode$DataXceiver,10.251.26.8:50010 Served block blk_2961392409034459877 to /10.251.26.8,E5,<*> Served block <*> to <*>
1362,081110,022858,6243,INFO,dfs.DataNode$DataXceiver,10.251.125.193:50010 Served block blk_-8431645935098496568 to /10.251.125.193,E5,<*> Served block <*> to <*>
1363,081110,023149,6307,INFO,dfs.DataNode$DataXceiver,10.251.90.64:50010 Served block blk_-8431645935098496568 to /10.250.10.6,E5,<*> Served block <*> to <*>
1364,081110,023208,6394,WARN,dfs.DataNode$DataXceiver,10.251.26.177:50010:Got exception while serving blk_-8431645935098496568 to /10.251.26.177:,E1,<*> exception while serving <*> to <*>
1365,081110,023251,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_7385666194491345346,E3,Verification succeeded for <*>
1366,081110,023403,6296,INFO,dfs.DataNode$DataXceiver,10.251.126.227:50010 Served block blk_2961392409034459877 to /10.251.194.129,E5,<*> Served block <*> to <*>
1367,081110,023639,6246,WARN,dfs.DataNode$DataXceiver,10.251.107.227:50010:Got exception while serving blk_2961392409034459877 to /10.251.125.193:,E1,<*> exception while serving <*> to <*>
1368,081110,024107,6432,WARN,dfs.DataNode$DataXceiver,10.250.7.96:50010:Got exception while serving blk_7655395450779717165 to /10.251.214.18:,E1,<*> exception while serving <*> to <*>
1369,081110,024135,6260,INFO,dfs.DataNode$DataXceiver,10.251.111.37:50010 Served block blk_7655395450779717165 to /10.251.30.134,E5,<*> Served block <*> to <*>
1370,081110,024450,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_6702459207079052085,E3,Verification succeeded for <*>
1371,081110,024553,6232,INFO,dfs.DataNode$DataXceiver,10.250.5.161:50010 Served block blk_3341015863287447981 to /10.250.5.161,E5,<*> Served block <*> to <*>
1372,081110,024608,6429,INFO,dfs.DataNode$DataXceiver,10.250.17.177:50010 Served block blk_3341015863287447981 to /10.250.7.244,E5,<*> Served block <*> to <*>
1373,081110,024857,6238,WARN,dfs.DataNode$DataXceiver,10.250.5.161:50010:Got exception while serving blk_3341015863287447981 to /10.251.75.49:,E1,<*> exception while serving <*> to <*>
1374,081110,025501,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-434339985783738937,E3,Verification succeeded for <*>
1375,081110,025509,6474,INFO,dfs.DataNode$DataXceiver,10.251.74.192:50010 Served block blk_-4506500012903526565 to /10.251.74.192,E5,<*> Served block <*> to <*>
1376,081110,025651,6367,INFO,dfs.DataNode$DataXceiver,10.251.43.21:50010 Served block blk_-4506500012903526565 to /10.251.105.189,E5,<*> Served block <*> to <*>
1377,081110,025823,6471,WARN,dfs.DataNode$DataXceiver,10.250.6.223:50010:Got exception while serving blk_-4506500012903526565 to /10.251.126.83:,E1,<*> exception while serving <*> to <*>
1378,081110,030046,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-1787747917999809597,E3,Verification succeeded for <*>
1379,081110,030159,6505,INFO,dfs.DataNode$DataXceiver,10.251.122.79:50010 Served block blk_6151161498566442753 to /10.251.122.79,E5,<*> Served block <*> to <*>
1380,081110,030337,6547,INFO,dfs.DataNode$DataXceiver,10.251.42.191:50010 Served block blk_6151161498566442753 to /10.251.67.211,E5,<*> Served block <*> to <*>
1381,081110,030429,6524,WARN,dfs.DataNode$DataXceiver,10.250.11.100:50010:Got exception while serving blk_6151161498566442753 to /10.250.14.38:,E1,<*> exception while serving <*> to <*>
1382,081110,030518,6225,INFO,dfs.DataNode$DataXceiver,10.251.123.132:50010 Served block blk_-5631300684959278059 to /10.251.123.132,E5,<*> Served block <*> to <*>
1383,081110,030620,6221,INFO,dfs.DataNode$DataXceiver,10.251.123.132:50010 Served block blk_-5631300684959278059 to /10.251.123.132,E5,<*> Served block <*> to <*>
1384,081110,030652,6573,INFO,dfs.DataNode$DataXceiver,10.251.198.33:50010 Served block blk_-6308955311455336568 to /10.250.6.191,E5,<*> Served block <*> to <*>
1385,081110,030656,6207,WARN,dfs.DataNode$DataXceiver,10.251.203.129:50010:Got exception while serving blk_-6308955311455336568 to /10.251.106.10:,E1,<*> exception while serving <*> to <*>
1386,081110,030709,6208,INFO,dfs.DataNode$DataXceiver,10.251.203.129:50010 Served block blk_-6308955311455336568 to /10.251.203.129,E5,<*> Served block <*> to <*>
1387,081110,031443,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_7385666194491345346,E3,Verification succeeded for <*>
1388,081110,033206,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_8169512178787688602,E3,Verification succeeded for <*>
1389,081110,033345,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4559294172240556562,E3,Verification succeeded for <*>
1390,081110,033943,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4123872547326132963,E3,Verification succeeded for <*>
1391,081110,034720,6532,INFO,dfs.DataNode$DataXceiver,10.251.107.98:50010 Served block blk_-4291085930862759377 to /10.251.107.98,E5,<*> Served block <*> to <*>
1392,081110,034723,6732,INFO,dfs.DataNode$DataXceiver,10.251.195.70:50010 Served block blk_-4463900106257082391 to /10.251.195.70,E5,<*> Served block <*> to <*>
1393,081110,034903,6728,INFO,dfs.DataNode$DataXceiver,10.251.195.70:50010 Served block blk_-4463900106257082391 to /10.251.214.112,E5,<*> Served block <*> to <*>
1394,081110,035112,6539,INFO,dfs.DataNode$DataXceiver,10.251.107.98:50010 Served block blk_-4291085930862759377 to /10.251.66.102,E5,<*> Served block <*> to <*>
1395,081110,035207,6718,WARN,dfs.DataNode$DataXceiver,10.251.75.79:50010:Got exception while serving blk_-4463900106257082391 to /10.251.195.52:,E1,<*> exception while serving <*> to <*>
1396,081110,035232,6551,WARN,dfs.DataNode$DataXceiver,10.251.107.98:50010:Got exception while serving blk_-4291085930862759377 to /10.251.195.70:,E1,<*> exception while serving <*> to <*>
1397,081110,035618,6732,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_3985314455215826288 to /10.250.11.100,E5,<*> Served block <*> to <*>
1398,081110,035651,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_5540710037793098268,E3,Verification succeeded for <*>
1399,081110,035711,6700,WARN,dfs.DataNode$DataXceiver,10.251.26.177:50010:Got exception while serving blk_3985314455215826288 to /10.250.5.161:,E1,<*> exception while serving <*> to <*>
1400,081110,035738,6729,INFO,dfs.DataNode$DataXceiver,10.250.11.100:50010 Served block blk_3985314455215826288 to /10.251.30.85,E5,<*> Served block <*> to <*>
1401,081110,035955,6656,WARN,dfs.DataNode$DataXceiver,10.251.215.70:50010:Got exception while serving blk_-7601423025055302374 to /10.251.127.47:,E1,<*> exception while serving <*> to <*>
1402,081110,040531,6753,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_2299608342609880959 to /10.251.71.193,E5,<*> Served block <*> to <*>
1403,081110,040728,6757,WARN,dfs.DataNode$DataXceiver,10.251.71.193:50010:Got exception while serving blk_2299608342609880959 to /10.251.215.50:,E1,<*> exception while serving <*> to <*>
1404,081110,040733,6749,INFO,dfs.DataNode$DataXceiver,10.251.71.193:50010 Served block blk_2299608342609880959 to /10.251.126.227,E5,<*> Served block <*> to <*>
1405,081110,040740,6428,INFO,dfs.DataNode$DataXceiver,10.251.106.214:50010 Served block blk_-7405357815645155068 to /10.251.106.214,E5,<*> Served block <*> to <*>
1406,081110,041131,6757,WARN,dfs.DataNode$DataXceiver,10.250.7.146:50010:Got exception while serving blk_-7405357815645155068 to /10.251.29.239:,E1,<*> exception while serving <*> to <*>
1407,081110,041202,6749,INFO,dfs.DataNode$DataXceiver,10.250.7.146:50010 Served block blk_-7405357815645155068 to /10.250.7.146,E5,<*> Served block <*> to <*>
1408,081110,042341,6506,INFO,dfs.DataNode$DataXceiver,10.251.123.132:50010 Served block blk_-7115684653747535362 to /10.251.123.132,E5,<*> Served block <*> to <*>
1409,081110,042349,6838,INFO,dfs.DataNode$DataXceiver,10.250.11.53:50010 Served block blk_4510376216966753123 to /10.250.11.53,E5,<*> Served block <*> to <*>
1410,081110,042442,6760,INFO,dfs.DataNode$DataXceiver,10.251.65.237:50010 Served block blk_5543793550546833177 to /10.251.65.237,E5,<*> Served block <*> to <*>
1411,081110,042615,6748,INFO,dfs.DataNode$DataXceiver,10.251.105.189:50010 Served block blk_4510376216966753123 to /10.250.5.237,E5,<*> Served block <*> to <*>
1412,081110,042627,6518,WARN,dfs.DataNode$DataXceiver,10.251.123.132:50010:Got exception while serving blk_-7115684653747535362 to /10.251.90.134:,E1,<*> exception while serving <*> to <*>
1413,081110,042718,6511,INFO,dfs.DataNode$DataXceiver,10.251.123.132:50010 Served block blk_-7115684653747535362 to /10.251.90.134,E5,<*> Served block <*> to <*>
1414,081110,042750,6859,WARN,dfs.DataNode$DataXceiver,10.250.11.53:50010:Got exception while serving blk_4510376216966753123 to /10.251.39.144:,E1,<*> exception while serving <*> to <*>
1415,081110,043025,6896,INFO,dfs.DataNode$DataXceiver,10.250.5.237:50010 Served block blk_5543793550546833177 to /10.250.10.223,E5,<*> Served block <*> to <*>
1416,081110,043138,6916,WARN,dfs.DataNode$DataXceiver,10.250.5.237:50010:Got exception while serving blk_5543793550546833177 to /10.251.199.225:,E1,<*> exception while serving <*> to <*>
1417,081110,043334,6800,INFO,dfs.DataNode$DataXceiver,10.251.70.37:50010 Served block blk_8722385215875147682 to /10.251.70.37,E5,<*> Served block <*> to <*>
1418,081110,043811,6587,WARN,dfs.DataNode$DataXceiver,10.251.214.32:50010:Got exception while serving blk_8722385215875147682 to /10.251.215.70:,E1,<*> exception while serving <*> to <*>
1419,081110,043826,6807,INFO,dfs.DataNode$DataXceiver,10.251.70.37:50010 Served block blk_8722385215875147682 to /10.251.123.1,E5,<*> Served block <*> to <*>
1420,081110,044206,7042,INFO,dfs.DataNode$DataXceiver,10.251.27.63:50010 Served block blk_1036086917543354283 to /10.251.27.63,E5,<*> Served block <*> to <*>
1421,081110,044302,7043,WARN,dfs.DataNode$DataXceiver,10.251.27.63:50010:Got exception while serving blk_1036086917543354283 to /10.251.194.102:,E1,<*> exception while serving <*> to <*>
1422,081110,044425,6921,INFO,dfs.DataNode$DataXceiver,10.251.75.143:50010 Served block blk_1036086917543354283 to /10.251.66.102,E5,<*> Served block <*> to <*>
1423,081110,045152,6973,INFO,dfs.DataNode$DataXceiver,10.250.10.176:50010 Served block blk_-3891875410137533579 to /10.250.10.176,E5,<*> Served block <*> to <*>
1424,081110,045227,6938,INFO,dfs.DataNode$DataXceiver,10.251.122.79:50010 Served block blk_-3891875410137533579 to /10.250.14.224,E5,<*> Served block <*> to <*>
1425,081110,045246,6976,WARN,dfs.DataNode$DataXceiver,10.250.10.176:50010:Got exception while serving blk_-3891875410137533579 to /10.251.26.8:,E1,<*> exception while serving <*> to <*>
1426,081110,045352,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_1573538643762957660,E3,Verification succeeded for <*>
1427,081110,045409,6905,INFO,dfs.DataNode$DataXceiver,10.251.38.53:50010 Served block blk_-7889118409482017983 to /10.251.38.53,E5,<*> Served block <*> to <*>
1428,081110,045540,6890,INFO,dfs.DataNode$DataXceiver,10.251.67.211:50010 Served block blk_-7889118409482017983 to /10.251.110.196,E5,<*> Served block <*> to <*>
1429,081110,045724,7028,WARN,dfs.DataNode$DataXceiver,10.251.198.33:50010:Got exception while serving blk_-7889118409482017983 to /10.251.26.8:,E1,<*> exception while serving <*> to <*>
1430,081110,050338,6952,INFO,dfs.DataNode$DataXceiver,10.251.127.47:50010 Served block blk_-4319008545814245813 to /10.251.127.47,E5,<*> Served block <*> to <*>
1431,081110,050447,6947,INFO,dfs.DataNode$DataXceiver,10.251.127.47:50010 Served block blk_-4319008545814245813 to /10.251.110.160,E5,<*> Served block <*> to <*>
1432,081110,050721,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_681293588384845,E3,Verification succeeded for <*>
1433,081110,050734,6715,WARN,dfs.DataNode$DataXceiver,10.251.29.239:50010:Got exception while serving blk_-4319008545814245813 to /10.251.91.229:,E1,<*> exception while serving <*> to <*>
1434,081110,051044,6976,INFO,dfs.DataNode$DataXceiver,10.251.43.147:50010 Served block blk_-2394620213244177641 to /10.251.43.147,E5,<*> Served block <*> to <*>
1435,081110,051208,6969,INFO,dfs.DataNode$DataXceiver,10.251.43.147:50010 Served block blk_-2394620213244177641 to /10.251.123.20,E5,<*> Served block <*> to <*>
1436,081110,051347,6970,WARN,dfs.DataNode$DataXceiver,10.251.73.220:50010:Got exception while serving blk_-2394620213244177641 to /10.251.73.220:,E1,<*> exception while serving <*> to <*>
1437,081110,051747,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-7440338294835157971,E3,Verification succeeded for <*>
1438,081110,052027,6946,INFO,dfs.DataNode$DataXceiver,10.251.67.113:50010 Served block blk_-245932290584685543 to /10.250.7.230,E5,<*> Served block <*> to <*>
1439,081110,052051,6956,INFO,dfs.DataNode$DataXceiver,10.251.67.113:50010 Served block blk_-245932290584685543 to /10.251.67.113,E5,<*> Served block <*> to <*>
1440,081110,052156,6957,WARN,dfs.DataNode$DataXceiver,10.251.67.113:50010:Got exception while serving blk_-245932290584685543 to /10.251.71.146:,E1,<*> exception while serving <*> to <*>
1441,081110,052325,6730,INFO,dfs.DataNode$DataXceiver,10.251.203.129:50010 Served block blk_-6171398690834977129 to /10.251.203.129,E5,<*> Served block <*> to <*>
1442,081110,052433,7077,INFO,dfs.DataNode$DataXceiver,10.251.25.237:50010 Served block blk_-6171398690834977129 to /10.251.25.237,E5,<*> Served block <*> to <*>
1443,081110,052937,6995,INFO,dfs.DataNode$DataXceiver,10.251.203.80:50010 Served block blk_8943123131021863123 to /10.251.203.80,E5,<*> Served block <*> to <*>
1444,081110,053013,6991,INFO,dfs.DataNode$DataXceiver,10.251.203.80:50010 Served block blk_8943123131021863123 to /10.251.203.80,E5,<*> Served block <*> to <*>
1445,081110,053315,6660,INFO,dfs.DataNode$DataXceiver,10.251.203.246:50010 Served block blk_1552410048681463095 to /10.251.203.246,E5,<*> Served block <*> to <*>
1446,081110,053451,7060,INFO,dfs.DataNode$DataXceiver,10.250.15.101:50010 Served block blk_1552410048681463095 to /10.251.38.53,E5,<*> Served block <*> to <*>
1447,081110,053452,6992,WARN,dfs.DataNode$DataXceiver,10.251.43.210:50010:Got exception while serving blk_1552410048681463095 to /10.251.30.134:,E1,<*> exception while serving <*> to <*>
1448,081110,055102,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_9090514259289206027,E3,Verification succeeded for <*>
1449,081110,055456,7027,INFO,dfs.DataNode$DataXceiver,10.250.9.207:50010 Served block blk_-2717926726632466146 to /10.250.9.207,E5,<*> Served block <*> to <*>
1450,081110,055749,7028,INFO,dfs.DataNode$DataXceiver,10.250.9.207:50010 Served block blk_-2717926726632466146 to /10.250.10.144,E5,<*> Served block <*> to <*>
1451,081110,055815,7193,WARN,dfs.DataNode$DataXceiver,10.250.17.225:50010:Got exception while serving blk_-2717926726632466146 to /10.251.214.67:,E1,<*> exception while serving <*> to <*>
1452,081110,055941,7045,INFO,dfs.DataNode$DataXceiver,10.250.9.207:50010 Served block blk_5251848554101737848 to /10.250.9.207,E5,<*> Served block <*> to <*>
1453,081110,060345,7219,INFO,dfs.DataNode$DataXceiver,10.251.25.237:50010 Served block blk_5251848554101737848 to /10.251.110.68,E5,<*> Served block <*> to <*>
1454,081110,060532,7239,WARN,dfs.DataNode$DataXceiver,10.251.25.237:50010:Got exception while serving blk_5251848554101737848 to /10.251.42.207:,E1,<*> exception while serving <*> to <*>
1455,081110,060823,7023,INFO,dfs.DataNode$DataXceiver,10.251.198.196:50010 Served block blk_-7230710718267899200 to /10.251.198.196,E5,<*> Served block <*> to <*>
1456,081110,060831,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_1302093073131538608,E3,Verification succeeded for <*>
1457,081110,060953,7252,WARN,dfs.DataNode$DataXceiver,10.251.123.1:50010:Got exception while serving blk_-7230710718267899200 to /10.250.17.225:,E1,<*> exception while serving <*> to <*>
1458,081110,061034,7207,INFO,dfs.DataNode$DataXceiver,10.250.19.16:50010 Served block blk_9090514259289206027 to /10.250.19.16,E5,<*> Served block <*> to <*>
1459,081110,061103,7025,INFO,dfs.DataNode$DataXceiver,10.251.198.196:50010 Served block blk_-7230710718267899200 to /10.250.17.225,E5,<*> Served block <*> to <*>
1460,081110,061238,7158,INFO,dfs.DataNode$DataXceiver,10.251.215.70:50010 Served block blk_-7601423025055302374 to /10.251.215.70,E5,<*> Served block <*> to <*>
1461,081110,061246,7278,INFO,dfs.DataNode$DataXceiver,10.251.42.191:50010 Served block blk_9090514259289206027 to /10.251.42.191,E5,<*> Served block <*> to <*>
1462,081110,061257,7222,INFO,dfs.DataNode$DataXceiver,10.250.15.101:50010 Served block blk_7655395450779717165 to /10.251.71.16,E5,<*> Served block <*> to <*>
1463,081110,061311,7287,WARN,dfs.DataNode$DataXceiver,10.251.42.191:50010:Got exception while serving blk_9090514259289206027 to /10.251.42.191:,E1,<*> exception while serving <*> to <*>
1464,081110,061955,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-1787747917999809597,E3,Verification succeeded for <*>
1465,081110,065544,7423,INFO,dfs.DataNode$DataXceiver,10.251.106.50:50010 Served block blk_8908633545305390855 to /10.251.106.50,E5,<*> Served block <*> to <*>
1466,081110,065555,7420,INFO,dfs.DataNode$DataXceiver,10.251.106.50:50010 Served block blk_8908633545305390855 to /10.251.91.229,E5,<*> Served block <*> to <*>
