LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate
510,nova-api.log.2017-05-14_21:27:04,2017-05-14,20:58:37.821,25746,INFO,nova.osapi_compute.wsgi.server,req-5de912fb-1d15-4b09-b4da-d1e02eb5fbd0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1940949",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
511,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.918,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E18,"<*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
512,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.919,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] Total memory: 64172 MB, used: 512.00 MB",E20,"<*> Total memory: <*> MB, used: <*> MB"
513,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.919,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] memory limit: 96258.00 MB, free: 95746.00 MB",E21,"<*> memory limit: <*> MB, free: <*> MB"
514,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.920,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] Total disk: 15 GB, used: 0.00 GB",E22,"<*> Total disk: <*> GB, used: <*> GB"
515,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.920,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] disk limit not specified, defaulting to unlimited",E23,"<*> <*> limit not specified, defaulting to unlimited"
516,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.921,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] Total vcpu: 16 VCPU, used: 0.00 VCPU",E24,"<*> Total vcpu: <*> VCPU, used: <*> VCPU"
517,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.921,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] vcpu limit not specified, defaulting to unlimited",E23,"<*> <*> limit not specified, defaulting to unlimited"
518,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:37.953,2931,INFO,nova.compute.claims,req-0961e8fe-2acd-4b1e-ac1f-697512120ed0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 9a1d8c51-be5d-4a87-b59b-0be0262ec487] Claim successful,E11,<*> Claim successful
519,nova-api.log.2017-05-14_21:27:04,2017-05-14,20:58:42.579,25746,INFO,nova.osapi_compute.wsgi.server,req-19ab5620-df88-4fcd-afbb-c1054c719619 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2743192",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
520,nova-api.log.2017-05-14_21:27:04,2017-05-14,20:58:42.853,25746,INFO,nova.osapi_compute.wsgi.server,req-1fe7d793-5bc2-4520-aacc-40a80c1525af 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2693040",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
521,nova-api.log.2017-05-14_21:27:04,2017-05-14,20:58:55.055,25746,INFO,nova.osapi_compute.wsgi.server,req-796c517e-6748-48d5-a895-c71f38662578 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.4249880",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
522,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:55.139,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E1,image <*> at <*> checking
523,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:55.140,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E17,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage"
524,nova-api.log.2017-05-14_21:27:04,2017-05-14,20:58:55.311,25746,INFO,nova.osapi_compute.wsgi.server,req-d6404a0d-c562-4598-b51a-b746ab0d7d8c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2527962",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
525,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:58:55.325,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E14,Active base files: <*>
526,nova-api.log.2017-05-14_21:27:04,2017-05-14,20:59:00.034,25746,INFO,nova.osapi_compute.wsgi.server,req-23b5d061-bf3a-4cf8-a273-d1fef3b29b62 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1909 time: 0.2656150",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
527,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:59:00.378,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E1,image <*> at <*> checking
528,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:59:00.378,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E17,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage"
529,nova-compute.log.2017-05-14_21:27:09,2017-05-14,20:59:00.547,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E14,Active base files: <*>
530,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:00:44.800,25746,INFO,nova.osapi_compute.wsgi.server,req-afdcd301-7161-4231-bc38-4df49d54453b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2624350",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
531,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:00:49.511,25746,INFO,nova.osapi_compute.wsgi.server,req-e72f410f-955d-43bc-96ef-563ef99a7d31 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2618349",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
532,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:00:49.784,25746,INFO,nova.osapi_compute.wsgi.server,req-1afe87ca-fc36-4522-a6e7-8fa57ee2d9e0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2683029",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
533,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:01:46.086,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E1,image <*> at <*> checking
534,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:01:46.086,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E17,"image <*> at <*> in use: on this node <*> local, <*> on other nodes sharing this instance storage"
535,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:01:46.264,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E14,Active base files: <*>
536,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:06.006,25746,INFO,nova.osapi_compute.wsgi.server,req-619e3696-b2d0-4b4d-8275-5615e7dd337b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.2799921",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
537,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:03:06.078,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: f15c5e04-169c-4484-8041-c4d4d86a7d2b] During sync_power_state the instance has a pending task (spawning). Skip.,E7,<*> During sync_power_state the instance has a pending task (spawning). Skip.
538,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:03:06.080,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: f15c5e04-169c-4484-8041-c4d4d86a7d2b] VM Resumed (Lifecycle Event),E0,<*> VM <*> (Lifecycle Event)
539,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:03:06.117,2931,INFO,nova.compute.manager,req-9b3eb55f-3008-48e4-875c-a04de37dc0f5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: f15c5e04-169c-4484-8041-c4d4d86a7d2b] Took 21.95 seconds to build instance.,E30,<*> Took <*> seconds to build instance.
540,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:06.287,25746,INFO,nova.osapi_compute.wsgi.server,req-1b6cb128-6b0e-4394-8506-0fd9056e74a8 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1909 time: 0.2763240",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
541,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.030,25776,INFO,nova.metadata.wsgi.server,req-24d83e94-2d78-44ea-9879-1328c2c77b48 - - - - -,"10.11.12.90,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2303360",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
542,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.348,25790,INFO,nova.metadata.wsgi.server,req-6f54aed1-6a54-496b-9816-691c13ee5a1f - - - - -,"10.11.12.90,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2288320",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
543,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.361,25774,INFO,nova.metadata.wsgi.server,-,"10.11.12.90,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0007639",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
544,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.375,25793,INFO,nova.metadata.wsgi.server,-,"10.11.12.90,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0009232",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
545,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.590,25777,INFO,nova.metadata.wsgi.server,req-b93f4067-6f7f-45f5-a12a-dcfebb81cfde - - - - -,"10.11.12.90,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" status: 200 len: 328 time: 0.2045119",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
546,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.606,25777,INFO,nova.metadata.wsgi.server,-,"10.11.12.90,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" status: 200 len: 124 time: 0.0007780",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
547,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.865,25784,INFO,nova.metadata.wsgi.server,req-8dbdf0d0-c662-4b27-9f77-e30af6be386c - - - - -,"10.11.12.90,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ami HTTP/1.1"" status: 200 len: 119 time: 0.2452698",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
548,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:03:13.879,25790,INFO,nova.metadata.wsgi.server,-,"10.11.12.90,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.0009191",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
549,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:04:38.722,25746,INFO,nova.osapi_compute.wsgi.server,req-1374c2fe-ef10-4384-ab6d-c2c7624ec5cb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0913241",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
550,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:04:55.809,25746,INFO,nova.osapi_compute.wsgi.server,req-c0203a44-dee3-469c-96a6-341fbfeb3980 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1892 time: 0.3513942",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
551,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:05:31.140,25746,INFO,nova.osapi_compute.wsgi.server,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4894049",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
552,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:05:31.330,25746,INFO,nova.osapi_compute.wsgi.server,req-43cddbfb-1dec-4c58-bf1b-fbc742dd4fc3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1866720",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
553,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.428,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E18,"<*> Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
554,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.429,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] Total memory: 64172 MB, used: 512.00 MB",E20,"<*> Total memory: <*> MB, used: <*> MB"
555,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.429,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] memory limit: 96258.00 MB, free: 95746.00 MB",E21,"<*> memory limit: <*> MB, free: <*> MB"
556,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.430,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] Total disk: 15 GB, used: 0.00 GB",E22,"<*> Total disk: <*> GB, used: <*> GB"
557,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.430,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] disk limit not specified, defaulting to unlimited",E23,"<*> <*> limit not specified, defaulting to unlimited"
558,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.431,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] Total vcpu: 16 VCPU, used: 0.00 VCPU",E24,"<*> Total vcpu: <*> VCPU, used: <*> VCPU"
559,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.432,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] vcpu limit not specified, defaulting to unlimited",E23,"<*> <*> limit not specified, defaulting to unlimited"
560,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:05:31.467,2931,INFO,nova.compute.claims,req-bdbc1e80-4834-4989-935e-fcd2be14c94e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 2f2fbbd9-db59-48c9-9119-91edfffd04c0] Claim successful,E11,<*> Claim successful
561,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:05:31.529,25746,INFO,nova.osapi_compute.wsgi.server,req-08c763d7-c5ba-4f9d-a13b-f294723b3351 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1948280",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
562,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:05:31.724,25746,INFO,nova.osapi_compute.wsgi.server,req-55bf056d-b8a0-4169-93ca-10a8a6ae6c6c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/2f2fbbd9-db59-48c9-9119-91edfffd04c0 HTTP/1.1"" status: 200 len: 1708 time: 0.1926339",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
563,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:06:34.857,25743,INFO,nova.api.openstack.compute.server_external_events,req-e3bfb040-2393-4937-9677-27e8f3ef088d f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:585bb101-4454-4c0c-8973-ea51fa0e552f for instance 95bcbad0-0f31-4cfe-a4cb-c41a24c03d87,E28,Creating event <*> for instance <*>
564,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:06:34.863,25743,INFO,nova.osapi_compute.wsgi.server,req-e3bfb040-2393-4937-9677-27e8f3ef088d f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0962470",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
565,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:06:34.871,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 95bcbad0-0f31-4cfe-a4cb-c41a24c03d87] VM Resumed (Lifecycle Event),E0,<*> VM <*> (Lifecycle Event)
566,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:06:34.879,2931,INFO,nova.virt.libvirt.driver,-,[instance: 95bcbad0-0f31-4cfe-a4cb-c41a24c03d87] Instance spawned successfully.,E13,<*> Instance <*> successfully.
567,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:06:34.881,2931,INFO,nova.compute.manager,req-1248a858-d5ef-4713-9283-eceb80fd7626 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 95bcbad0-0f31-4cfe-a4cb-c41a24c03d87] Took 21.01 seconds to spawn the instance on the hypervisor.,E8,<*> Took <*> seconds to <*> the instance on the hypervisor.
568,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:06:34.991,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 95bcbad0-0f31-4cfe-a4cb-c41a24c03d87] During sync_power_state the instance has a pending task (spawning). Skip.,E7,<*> During sync_power_state the instance has a pending task (spawning). Skip.
569,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:06:34.992,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 95bcbad0-0f31-4cfe-a4cb-c41a24c03d87] VM Resumed (Lifecycle Event),E0,<*> VM <*> (Lifecycle Event)
570,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:06:41.248,25786,INFO,nova.metadata.wsgi.server,req-f94cd307-6c43-4f20-88c9-a3a235367a76 - - - - -,"10.11.12.95,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2390079",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
571,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:06:41.553,25791,INFO,nova.metadata.wsgi.server,req-daa87388-4432-4534-88fc-a445c54b0dc1 - - - - -,"10.11.12.95,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2237129",E6,"<*> <*> ""GET <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
572,nova-compute.log.2017-05-14_21:27:09,2017-05-14,21:06:57.297,2931,INFO,nova.virt.libvirt.driver,req-742f05b1-6041-429d-bbac-9c7ff4152132 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: d7c7b763-9427-47d2-ace3-08035a001514] Creating image,E12,<*> Creating image
573,nova-api.log.2017-05-14_21:27:04,2017-05-14,21:07:38.641,25746,INFO,nova.osapi_compute.wsgi.server,req-4030ef18-8f0c-4cf2-9934-043597c2c522 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2636061",E5,"<*> <*> <*> HTTP/1.1"" status: <*> len: <*> time: <*>"
